id,uni_id,name,type,state,district
39230,3,"Aazad College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39450,3,"Abhinav Institute of Management & Technology","Affiliated College","Andhra Pradesh","Prakasam"
32630,3,"Abhyudaya Mahila Degree College","Affiliated College","Andhra Pradesh","Guntur"
32735,3,"A.B.M. College","Affiliated College","Andhra Pradesh","Prakasam"
39231,3,"A.B.R College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32762,3,"A.C.College (Day)","Affiliated College","Andhra Pradesh","Guntur"
32792,3,"A.C.College of Law","Affiliated College","Andhra Pradesh","Guntur"
32720,3,"A.C.Evening College","Affiliated College","Andhra Pradesh","Guntur"
32793,3,"Acharya N.G.Ranga College of Education","Affiliated College","Andhra Pradesh","Guntur"
32801,3,"Adarsa College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32733,3,"Adarsa Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
32664,3,"A.G.K.M.College","Affiliated College","Andhra Pradesh","Guntur"
32711,3,"A.L.College of Education","Affiliated College","Andhra Pradesh","Guntur"
39243,3,"Ali College of Education","Affiliated College","Andhra Pradesh","Guntur"
39261,3,"AL Momin College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39238,3,"Alpha College of Education","Affiliated College","Andhra Pradesh","Prakasam"
44489,3,"Alpha College of Education, Kanigiri","Affiliated College","Andhra Pradesh","Prakasam"
32797,3,"Alpha Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39227,3,"Aman Showkath B.Ed College","Affiliated College","Andhra Pradesh","Guntur"
32649,3,"A.M.G.College of Education","Affiliated College","Andhra Pradesh","Guntur"
32769,3,"A.M.G.Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
37211,3,"A.M Reddy College of Education","Affiliated College","Andhra Pradesh","Guntur"
39491,3,"A.M. Reddy Memorial College of Pharmacy","Affiliated College","Andhra Pradesh","Guntur"
39232,3,"Amrutha College of Education","Affiliated College","Andhra Pradesh","Prakasam"
44105,3,"Amrutha Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39275,3,"Andhra Kesari College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32631,3,"Andhra Kesari Vidya Kendram Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32727,3,"Andhra Muslim College","Affiliated College","Andhra Pradesh","Guntur"
36923,3,"Andhra Muslim College of Education","Affiliated College","Andhra Pradesh","Guntur"
39241,3,"Anitha Venkateswara College of Eduation","Affiliated College","Andhra Pradesh","Guntur"
32656,3,"Annabattuni Satyanarayana Degree College","Affiliated College","Andhra Pradesh","Guntur"
32740,3,"Anniebesant College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32629,3,"ANU PG Campus Ongole","PG Center / Off-Campus Center","Andhra Pradesh","Prakasam"
32778,3,"A.P.Residential Degree College","Affiliated College","Andhra Pradesh","Guntur"
39244,3,"Asha College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39265,3,"A.S.M & A.W. D Women's Degree College","Affiliated College","Andhra Pradesh","Guntur"
39489,3,"A.S.N Pharmacy College, Tenali","Affiliated College","Andhra Pradesh","Guntur"
39269,3,"B.A & K.R College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32771,3,"B.A & K.R Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32669,3,"Balaji Degree College","Affiliated College","Andhra Pradesh","Guntur"
32779,3,"Bapatla College of Arts & Science","Affiliated College","Andhra Pradesh","Guntur"
42660,3,"Bapatla Engineering College","Affiliated College","Andhra Pradesh","Guntur"
39453,3,"Bapatla Womens Engineering College","Affiliated College","Andhra Pradesh","Guntur"
39240,3,"Bapuji College of Education","Affiliated College","Andhra Pradesh","Guntur"
32756,3,"B.B.H Degree College","Affiliated College","Andhra Pradesh","Prakasam"
40608,3,"B.G Degree College, Sattenapalli","Affiliated College","Andhra Pradesh","Guntur"
32667,3,"Bharathi Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39234,3,"Bhashyam College of Education","Affiliated College","Andhra Pradesh","Guntur"
32803,3,"B.H.H Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
39300,3,"B.M.Degree College, P.Dornala","Affiliated College","Andhra Pradesh","Prakasam"
39237,3,"BMRM Jhansi B.Ed College","Affiliated College","Andhra Pradesh","Prakasam"
37221,3,"B.R College of Education","Affiliated College","Andhra Pradesh","Guntur"
32652,3,"B.S.S.B College","Affiliated College","Andhra Pradesh","Guntur"
32663,3,"B.V.S.P.M Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32782,3,"Career Degree College","Affiliated College","Andhra Pradesh","Guntur"
42659,3,"Chaitanya Bharathi Degree College, Chirala","Affiliated College","Andhra Pradesh","Prakasam"
32763,3,"Chaitanya College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39308,3,"Chakradhar Degree College, Macherla","Affiliated College","Andhra Pradesh","Guntur"
42706,3,"Chalapathi Degree College, Lam","Affiliated College","Andhra Pradesh","Guntur"
39475,3,"Chalapathi Institute of Engineering & Technology, Lam","Affiliated College","Andhra Pradesh","Guntur"
39486,3,"Chalapathi Institute of Pharmaceutical Sciences, Lam","Affiliated College","Andhra Pradesh","Guntur"
39452,3,"Chebrolu Hanumaiah College of Pharmaceutical Sciences","Affiliated College","Andhra Pradesh","Guntur"
39466,3,"Chegireddy Linga Reddy Instt of Management","Affiliated College","Andhra Pradesh","Prakasam"
39457,3,"Chirala College of PG Studies, Chirala","Affiliated College","Andhra Pradesh","Guntur"
32703,3,"Chiristian Women's College","Affiliated College","Andhra Pradesh","Guntur"
32819,3,"Christu Jayanthi Jubilee College (P.G.)","Affiliated College","Andhra Pradesh","Guntur"
42663,3,"C.I.L.For Rural Management","Affiliated College","Andhra Pradesh","Guntur"
32796,3,"C.R. College","Affiliated College","Andhra Pradesh","Guntur"
32702,3,"C.S.R. Sarma College","Affiliated College","Andhra Pradesh","Prakasam"
32662,3,"D.C.R.M Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32655,3,"D.C.R.M P.G College, MBA","Affiliated College","Andhra Pradesh","Prakasam"
32710,3,"Devathi Venkata Subbaiah Degree College","Affiliated College","Andhra Pradesh","Prakasam"
37223,3,"Devathi Venkata Subbiah College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32804,3,"Don Bosco College (P.G.)","Affiliated College","Andhra Pradesh","Guntur"
32741,3,"Dr. B.R.Ambedkar Centenary Degree College","Affiliated College","Andhra Pradesh","Guntur"
32813,3,"Dr.Homi Jahangir Baba Degree College","Affiliated College","Andhra Pradesh","Guntur"
32776,3,"Dr. Jayapradamba Degree College","Affiliated College","Andhra Pradesh","Guntur"
32636,3,"Dr. K.R.R.M. Degree College","Affiliated College","Andhra Pradesh","Guntur"
39242,3,"Dr. K.S.P.R College of Education","Affiliated College","Andhra Pradesh","Guntur"
32692,3,"Dr.K.V.K. Sanskrit College","Affiliated College","Andhra Pradesh","Guntur"
32790,3,"D.R.N.S.C.V.S. College","Affiliated College","Andhra Pradesh","Guntur"
32811,3,"Dr. Samuel George College of Pharmaceutical Science","Affiliated College","Andhra Pradesh","Prakasam"
36922,3,"Dr. Zakir Hussain College of Education","Affiliated College","Andhra Pradesh","Guntur"
32817,3,"D.S.Govt. Degree College for Women, Ongole","Affiliated College","Andhra Pradesh","Prakasam"
32786,3,"Erigineni Tirupati Naidu & Lakshmamma Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32654,3,"Fatima College of Education","Affiliated College","Andhra Pradesh","Guntur"
32628,3,"G.C.K.V.N. Degree College","Affiliated College","Andhra Pradesh","Guntur"
32698,3,"G.C & Y P N Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32777,3,"Geetham Degree College","Affiliated College","Andhra Pradesh","Prakasam"
41015,3,"Geethanjali Degree College, Darsi","Affiliated College","Andhra Pradesh","Prakasam"
39236,3,"Geethika B.Ed College","Affiliated College","Andhra Pradesh","Guntur"
39310,3,"Goutham College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39309,3,"Government Degree College, Cumbum","Affiliated College","Andhra Pradesh","Prakasam"
39295,3,"Government Degree College, Yerragondapalem","Affiliated College","Andhra Pradesh","Prakasam"
32624,3,"Govt. Degree College, Chebrolu","Affiliated College","Andhra Pradesh","Guntur"
32670,3,"Govt. Degree College for Women, Guntur","Affiliated College","Andhra Pradesh","Guntur"
32748,3,"Govt. Degree College, Kanigiri","Affiliated College","Andhra Pradesh","Prakasam"
39306,3,"G.R.K Degree College, Maddipadu","Affiliated College","Andhra Pradesh","Prakasam"
42707,3,"G.R.R. & T.P.R. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
41014,3,"G.S.R. Degree College","Affiliated College","Andhra Pradesh","Guntur"
32678,3,"G.V.& A.D.S.L. College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39228,3,"G.V.R & S College of Education","Affiliated College","Andhra Pradesh","Guntur"
32690,3,"G V R & S Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
32718,3,"G.V.R.S Institute for Professional Studies","Affiliated College","Andhra Pradesh","Guntur"
32724,3,"G.V.S.M. GOVT. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39272,3,"Hazarath Ameeruddin College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32675,3,"Hindu College, Guntur","Affiliated College","Andhra Pradesh","Guntur"
37107,3,"Hindu College of Education","Affiliated College","Andhra Pradesh","Guntur"
39487,3,"Hindu College of Management, Guntur","Affiliated College","Andhra Pradesh","Guntur"
32798,3,"Hindu College of Pharmacy","Affiliated College","Andhra Pradesh","Guntur"
32809,3,"H.M.K.S. & M.G.S. Memorial College of Education","Affiliated College","Andhra Pradesh","Guntur"
32830,3,"Ideal & S.K.C.M Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32736,3,"Indira Priyadarsni Law College","Affiliated College","Andhra Pradesh","Prakasam"
32815,3,"J.C. College of Law","Affiliated College","Andhra Pradesh","Guntur"
32701,3,"J.K.C. College","Affiliated College","Andhra Pradesh","Guntur"
32812,3,"J.M.J. College for Women","Affiliated College","Andhra Pradesh","Guntur"
39268,3,"J.R.R Navodaya Degree College","Affiliated College","Andhra Pradesh","Guntur"
32722,3,"Kalikamba College of Education","Affiliated College","Andhra Pradesh","Prakasam"
42704,3,"Kalyani MCA College, Eethamukkala","Affiliated College","Andhra Pradesh","Prakasam"
39274,3,"Kamala College of Education","Affiliated College","Andhra Pradesh","Prakasam"
44107,3,"Kamala Institute of Management Studies","Affiliated College","Andhra Pradesh","Prakasam"
37209,3,"Kasturibai College of Education","Affiliated College","Andhra Pradesh","Guntur"
32666,3,"K Chandrakala College (P.G.)","Affiliated College","Andhra Pradesh","Guntur"
39485,3,"K.C Reddy Institute of Pharmaceutical Sciences","Affiliated College","Andhra Pradesh","Guntur"
42658,3,"KC Reddy PG College, Janamguntapalem","Affiliated College","Andhra Pradesh","Guntur"
32794,3,"K.L.N. Sanskrit College","Affiliated College","Andhra Pradesh","Guntur"
32764,3,"K.L.R. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
41017,3,"Konijeti Rosaiah Siva Lakshmi College","Affiliated College","Andhra Pradesh","Guntur"
32694,3,"Krishnaveni Degree College","Affiliated College","Andhra Pradesh","Guntur"
42745,3,"Krishnaveni Degree College, Vinukonda","Affiliated College","Andhra Pradesh","Guntur"
32818,3,"K R K Govt. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39235,3,"K.S.R & K.R.K College of Education","Affiliated College","Andhra Pradesh","Guntur"
39316,3,"K.S.R.N. Degree College, Govada","Affiliated College","Andhra Pradesh","Guntur"
39270,3,"K.V.R., K.VR. & M.K.R College","Affiliated College","Andhra Pradesh","Guntur"
37212,3,"Lakshmi Narsimha College of Education","Affiliated College","Andhra Pradesh","Guntur"
32688,3,"Magunta Subba Rami Reddy Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32829,3,"Mahatma Gandhi College","Affiliated College","Andhra Pradesh","Guntur"
39262,3,"Malineni Lakshmaiah B.Ed College","Affiliated College","Andhra Pradesh","Prakasam"
39245,3,"M.A.M College of Education","Affiliated College","Andhra Pradesh","Guntur"
39470,3,"M.A.M College of Pharmacy, Narsaraopet","Affiliated College","Andhra Pradesh","Guntur"
32821,3,"Matrusri Oriental College","Affiliated College","Andhra Pradesh","Guntur"
37222,3,"M.G College of Education","Affiliated College","Andhra Pradesh","Prakasam"
41008,3,"Mittapalli Lakshmaiah & Sons Degree College, Piduguralla","Affiliated College","Andhra Pradesh","Guntur"
32751,3,"M.L. College of MBA","Affiliated College","Andhra Pradesh","Prakasam"
32658,3,"M.L. College of Pharmacy","Affiliated College","Andhra Pradesh","Prakasam"
39305,3,"M.M.R Degree College, Macherla","Affiliated College","Andhra Pradesh","Guntur"
32674,3,"Modern Degree College","Affiliated College","Andhra Pradesh","Guntur"
32633,3,"Morning Star College","Affiliated College","Andhra Pradesh","Guntur"
42779,3,"Mother Theresa Womens Degree College, Karampudi","Affiliated College","Andhra Pradesh","Guntur"
39315,3,"M.S.R. Degree College, Bapatla","Affiliated College","Andhra Pradesh","Guntur"
32719,3,"M.V.G.R. Degree College","Affiliated College","Andhra Pradesh","Guntur"
39264,3,"M.V.R Degree College, Karlapalem","Affiliated College","Andhra Pradesh","Guntur"
32721,3,"M.V.R.S. Viveka Degree College","Affiliated College","Andhra Pradesh","Guntur"
32641,3,"Nagarjuna College of Education","Affiliated College","Andhra Pradesh","Guntur"
39467,3,"Nagarjuna Institute of Management Studies, Chekurapadu","Affiliated College","Andhra Pradesh","Prakasam"
37207,3,"Nalanda College of Education","Affiliated College","Andhra Pradesh","Guntur"
32683,3,"National Minority Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32758,3,"Navya Chaitanya College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32746,3,"N.B.T & N V C College","Affiliated College","Andhra Pradesh","Guntur"
37106,3,"New Era College of Education","Affiliated College","Andhra Pradesh","Guntur"
39481,3,"Nirmala College of Pharmacy, Mangalagiri","Affiliated College","Andhra Pradesh","Guntur"
32743,3,"N.N.R. & C.L. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32761,3,"N.N.S. Vidya College of P.G. Studies","Affiliated College","Andhra Pradesh","Prakasam"
42657,3,"N.N.S Vidya Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39469,3,"N.R.K & K.S.R Gupta College of Pharmacy","Affiliated College","Andhra Pradesh","Guntur"
32747,3,"N.R.K. & K.S.R. Gupta Degree College","Affiliated College","Andhra Pradesh","Guntur"
32645,3,"N.T.R Memorial Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32682,3,"Omega College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39458,3,"Palnadu College of Education, Narayanapuram","Affiliated College","Andhra Pradesh","Guntur"
32757,3,"P.B.N. College","Affiliated College","Andhra Pradesh","Guntur"
32781,3,"Pedanandipadu College of Arts and Sciences","Affiliated College","Andhra Pradesh","Guntur"
32620,3,"P.N.C.A Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32816,3,"P.N.C & K.R. College","Affiliated College","Andhra Pradesh","Guntur"
32673,3,"Prabhala Lakshminarayana Memorial Degree College","Affiliated College","Andhra Pradesh","Guntur"
39451,3,"Prabhala PG College for Women, Nagarjuna Nagar","Affiliated College","Andhra Pradesh","Guntur"
41026,3,"Pratap College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32775,3,"Prathiba Degree College","Affiliated College","Andhra Pradesh","Prakasam"
41021,3,"Pratibha Degree College, Pedanandipadu","Affiliated College","Andhra Pradesh","Guntur"
32665,3,"Priya Darisini Degree College","Affiliated College","Andhra Pradesh","Guntur"
39474,3,"Priyadarsini Institute of Pharmaceutical Science","Affiliated College","Andhra Pradesh","Guntur"
32713,3,"Priyanka College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39266,3,"P.S.B. College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39276,3,"Qis College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39304,3,"Radha Degree College, Vinukonda","Affiliated College","Andhra Pradesh","Guntur"
32642,3,"Raghava Degree College - Ongole","Affiliated College","Andhra Pradesh","Prakasam"
41031,3,"Rahul Institute of Pharmaceutical Sciences & Research","Affiliated College","Andhra Pradesh","Prakasam"
41030,3,"Rahul Subramanyam Memorial Instt of Management Studies, Chirala","Affiliated College","Andhra Pradesh","Prakasam"
32745,3,"Ravindra Bharathi College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32806,3,"Repalle Christian College","Affiliated College","Andhra Pradesh","Guntur"
32716,3,"Repalle Christian College of Education","Affiliated College","Andhra Pradesh","Guntur"
32672,3,"R.V.R. & J.C. College of Engineering","Affiliated College","Andhra Pradesh","Guntur"
32725,3,"R.V.R.R. College of Education","Affiliated College","Andhra Pradesh","Guntur"
32687,3,"R.V.V.N. College","Affiliated College","Andhra Pradesh","Guntur"
32765,3,"S.A.B.R. Govt. Degree College","Affiliated College","Andhra Pradesh","Guntur"
32755,3,"Sadhana Degree College","Affiliated College","Andhra Pradesh","Guntur"
32739,3,"Sadineni Chowdaraiah College of Arts & Science","Affiliated College","Andhra Pradesh","Guntur"
39303,3,"Sai Chaitanya Degree College Giddalur","Affiliated College","Andhra Pradesh","Prakasam"
39479,3,"Sarada College of Pharmaceutical Sciences","Affiliated College","Andhra Pradesh","Guntur"
44488,3,"Sarada Degree College, Medarametla","Affiliated College","Andhra Pradesh","Prakasam"
41013,3,"Saraswathi College of Arts & Science, Dachepalli","Affiliated College","Andhra Pradesh","Guntur"
40606,3,"S.B.G. Degree College, Sattenapalli","Affiliated College","Andhra Pradesh","Guntur"
32646,3,"S.B.M.S. Degree College","Affiliated College","Andhra Pradesh","Guntur"
32728,3,"S.B.Swamy Sanskrit College","Affiliated College","Andhra Pradesh","Guntur"
42742,3,"S.B.V.S.R College of Education, Cheemakurthi","Affiliated College","Andhra Pradesh","Prakasam"
37208,3,"Seven Hills College of Education","Affiliated College","Andhra Pradesh","Guntur"
32730,3,"S.G.H.R. & M.C.M.R.College","Affiliated College","Andhra Pradesh","Guntur"
42245,3,"S.G.K Govt. Degree College, Vinukonda","Affiliated College","Andhra Pradesh","Guntur"
32697,3,"S.G.K. Oriental College","Affiliated College","Andhra Pradesh","Guntur"
32635,3,"S.G.T. & J.V.B.College","Affiliated College","Andhra Pradesh","Guntur"
32783,3,"S.G.V. Oriental College","Affiliated College","Andhra Pradesh","Prakasam"
39301,3,"Shams-Ul_Uloom College of Education, Markapur","Affiliated College","Andhra Pradesh","Prakasam"
39477,3,"Shams-Ul-Uloom College of Education, Podili","Affiliated College","Andhra Pradesh","Prakasam"
36921,3,"Shivani Degree College","Affiliated College","Andhra Pradesh","Guntur"
39454,3,"Siddhartha Institute of Pharmaceutical Sciences, Jonnalagadda","Affiliated College","Andhra Pradesh","Guntur"
37210,3,"SIMS College of Education","Affiliated College","Andhra Pradesh","Guntur"
41033,3,"SIMS College of Life Sciences, Guntur","Affiliated College","Andhra Pradesh","Guntur"
32788,3,"SIMS College of Pharmacy","Affiliated College","Andhra Pradesh","Guntur"
32691,3,"S.K.B.R. Govt. College","Affiliated College","Andhra Pradesh","Guntur"
32738,3,"S.K.R.B.R. College","Affiliated College","Andhra Pradesh","Guntur"
32661,3,"S.K.S.V. Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
42244,3,"S.L.V. College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32814,3,"S.M.P.A. Degree College","Affiliated College","Andhra Pradesh","Guntur"
37217,3,"SMS & SMCMR College of Education","Affiliated College","Andhra Pradesh","Guntur"
39312,3,"Smt. Koonapareddy Prameela Rani Degree College, Parchoor","Affiliated College","Andhra Pradesh","Prakasam"
32685,3,"Smt. Sanagala Prameela Degree College","Affiliated College","Andhra Pradesh","Guntur"
32660,3,"S M Y College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32737,3,"S.N.B.T. Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
32622,3,"S.N.B.T.M. College of Education","Affiliated College","Andhra Pradesh","Guntur"
39263,3,"Sri Chaitanya College of Education","Affiliated College","Andhra Pradesh","Prakasam"
39463,3,"Sri C.V. Raman College of Computer Science","Affiliated College","Andhra Pradesh","Prakasam"
32715,3,"Sri Gayatri Vidya Parishad Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39447,3,"Sri Gowtham College of Education, Darsi","Affiliated College","Andhra Pradesh","Prakasam"
41009,3,"Sri Gowtham Degree College, Kandulapuram","Affiliated College","Andhra Pradesh","Prakasam"
41011,3,"Sri Gowthami Degree College, Darsi","Affiliated College","Andhra Pradesh","Prakasam"
44486,3,"Sri Harsha's Womens Degree College, Cumbum","Affiliated College","Andhra Pradesh","Prakasam"
41024,3,"Sri Harshini Degree College, Martur","Affiliated College","Andhra Pradesh","Prakasam"
41023,3,"Sri Harshini Degree College, Ongole","Affiliated College","Andhra Pradesh","Prakasam"
41010,3,"Sri Jeevana Jyothi Degree College, Giddalur","Affiliated College","Andhra Pradesh","Prakasam"
32774,3,"Sriji Degree College","Affiliated College","Andhra Pradesh","Prakasam"
42776,3,"Sri Kakatiya Degree College, Predakurapadu","Affiliated College","Andhra Pradesh","Guntur"
32785,3,"Sri Kandula Obula Reddy Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39494,3,"Sri Karthikeya Degree College - Guntur","Affiliated College","Andhra Pradesh","Guntur"
32826,3,"Sri Mahaveer Memorial Jain Degree College","Affiliated College","Andhra Pradesh","Guntur"
32709,3,"Sri Majeti Guravaiah Degree College","Affiliated College","Andhra Pradesh","Guntur"
32640,3,"Sri Nagarjuna Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32647,3,"Sri Potti Sriramulu Degree College","Affiliated College","Andhra Pradesh","Prakasam"
41032,3,"Sri Prasannanjaneya Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32773,3,"Sri Prathidba Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39311,3,"Sri Pratibha Degree College, Ongole","Affiliated College","Andhra Pradesh","Prakasam"
39472,3,"Sri Raja Rajeswari College of Education, Giddalur","Affiliated College","Andhra Pradesh","Prakasam"
32668,3,"Sri Rama Krishna Degree College","Affiliated College","Andhra Pradesh","Prakasam"
39296,3,"Sri Sadhana Degree College, Markapur","Affiliated College","Andhra Pradesh","Prakasam"
44035,3,"Sri Sai Degree College","Affiliated College","Andhra Pradesh","Guntur"
43770,3,"Sri Sai Degree College, Repalle","Affiliated College","Andhra Pradesh","Guntur"
32648,3,"Sri Sarada Niketanam Oriental College","Affiliated College","Andhra Pradesh","Guntur"
42774,3,"Sri Sidhartha Degree College, Bestavaripeta","Affiliated College","Andhra Pradesh","Prakasam"
39476,3,"Sri Tatiparthi Venkata Reddy Memorial College of Education","Affiliated College","Andhra Pradesh","Prakasam"
41002,3,"Sri Vasavi Kanyaka Parameswari Degree College","Affiliated College","Andhra Pradesh","Guntur"
42662,3,"Sri Venkateswara Balakuteer College of Education","Affiliated College","Andhra Pradesh","Guntur"
37218,3,"Sri Venkateswara College of Education","Affiliated College","Andhra Pradesh","Guntur"
39492,3,"Sri Venkateswara College of Education, Darsi","Affiliated College","Andhra Pradesh","Prakasam"
32686,3,"Sri Venkateswara Degree College","Affiliated College","Andhra Pradesh","Guntur"
44824,3,"Sri Venkateswara Degree College, Guntur","Affiliated College","Andhra Pradesh","Guntur"
41007,3,"Sri Venkateswara Degree College, Nakirekallu","Affiliated College","Andhra Pradesh","Guntur"
44108,3,"Sri Venkateswara & Sri Satyadev Degree College","Affiliated College","Andhra Pradesh","Guntur"
39302,3,"Sri Vivekananda Degree College, Podili","Affiliated College","Andhra Pradesh","Prakasam"
32627,3,"S.S. Arts & Science College","Affiliated College","Andhra Pradesh","Prakasam"
32759,3,"S.S. & N. College","Affiliated College","Andhra Pradesh","Guntur"
32696,3,"S.S.N. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
42705,3,"S.S.N Degree College, Podili","Affiliated College","Andhra Pradesh","Prakasam"
39493,3,"St. Anns College for Women","Affiliated College","Andhra Pradesh","Guntur"
42777,3,"St. Ignatious Degree College","Affiliated College","Andhra Pradesh","Guntur"
32726,3,"St. John College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32752,3,"St. Joseph's College of Education for Women","Affiliated College","Andhra Pradesh","Guntur"
37206,3,"St Mark NTR College of Education","Affiliated College","Andhra Pradesh","Guntur"
39464,3,"St Mary's B.Ed College, Podili","Affiliated College","Andhra Pradesh","Prakasam"
32659,3,"St. Paul's College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32706,3,"St. Peter & G. Krishna College of Education","Affiliated College","Andhra Pradesh","Guntur"
41006,3,"St. Theressa Degree College - Hotel Management, Tenali","Affiliated College","Andhra Pradesh","Guntur"
39456,3,"St. Xavier Institute of Pharmacy","Affiliated College","Andhra Pradesh","Guntur"
32824,3,"S.V. Arts & Science College","Affiliated College","Andhra Pradesh","Prakasam"
41003,3,"S.V.B.S Degree College, Komarole","Affiliated College","Andhra Pradesh","Prakasam"
42778,3,"S.V.K.P. Arts, Science & Commerce College","Affiliated College","Andhra Pradesh","Prakasam"
32795,3,"S.V.K.P. College","Affiliated College","Andhra Pradesh","Prakasam"
32805,3,"S.V.K.P. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
44534,3,"S.V.K.P P.G College, Cumbum","Affiliated College","Andhra Pradesh","Prakasam"
32810,3,"S.V.R.M. College","Affiliated College","Andhra Pradesh","Guntur"
41211,3,"Sweekaar College of Special Education (M.R), Guntur","Affiliated College","Andhra Pradesh","Guntur"
41212,3,"Sweekaar Degree College, Guntur","Affiliated College","Andhra Pradesh","Guntur"
32699,3,"Tarlapadu College of Education","Affiliated College","Andhra Pradesh","Prakasam"
32791,3,"TCMT College","Affiliated College","Andhra Pradesh","Prakasam"
39239,3,"Thotakura RamaKotaiah College of Education","Affiliated College","Andhra Pradesh","Guntur"
41005,3,"Tiyyagura Sitarami Reddy Degree College, Piduguralla","Affiliated College","Andhra Pradesh","Guntur"
32708,3,"T.J.P.S. College","Affiliated College","Andhra Pradesh","Guntur"
32822,3,"T.R.R. Govt. Degree College","Affiliated College","Andhra Pradesh","Prakasam"
32744,3,"T.R.R. & S. Degree College","Affiliated College","Andhra Pradesh","Guntur"
32637,3,"University COllege of Arts, Commerce and Law","Constituent / University College","Andhra Pradesh","Guntur"
32695,3,"University College of Engineering & Technology","Constituent / University College","Andhra Pradesh","Guntur"
32766,3,"University College of Pharmaceutical Sciences","Constituent / University College","Andhra Pradesh","Guntur"
32653,3,"University College of Physical Education and Sports Sciences","Constituent / University College","Andhra Pradesh","Guntur"
32723,3,"University Collge of Architecture & Planning","Constituent / University College","Andhra Pradesh","Guntur"
32742,3,"University Collge of Sciences","Constituent / University College","Andhra Pradesh","Guntur"
39478,3,"Vagdevi College of Pharmacy, Gurazala","Affiliated College","Andhra Pradesh","Guntur"
41001,3,"Vagdevi Degree College, Rentachintala","Affiliated College","Andhra Pradesh","Guntur"
32799,3,"Vasavi Degree College for Women","Affiliated College","Andhra Pradesh","Guntur"
39473,3,"Vasavi MBA & MCA College, Kandulapuram","Affiliated College","Andhra Pradesh","Prakasam"
37213,3,"Vellanki College of Education","Affiliated College","Andhra Pradesh","Guntur"
32621,3,"Venigalla Jayasri Ram College","Affiliated College","Andhra Pradesh","Guntur"
39465,3,"Venkateswara College of Eduation, Besthavaripeta","Affiliated College","Andhra Pradesh","Prakasam"
39488,3,"Victoria College of Pharmacy, Nallapadu","Affiliated College","Andhra Pradesh","Guntur"
40607,3,"Vidya Kendran Degree College, Sattenapalli","Affiliated College","Andhra Pradesh","Guntur"
42744,3,"Vignan Degree College, Chemakurthi","Affiliated College","Andhra Pradesh","Prakasam"
