id,uni_id,name,type,state,district
43236,57,"Patna Medical College","Constituent / University College","Bihar","Patna"
49150,57,"Patna Sahib College of Engineering & Technology","Affiliated College","Bihar","Patna"
49562,57,"Shri Nityanand Jha College of Education","Affiliated College","Bihar","Madhubani"
49122,57,"Sityog Institute of Technology","Affiliated College","Bihar","Aurangabad"
43249,57,"Sri Krishna Medical College and Hospital","Affiliated College","Bihar","Muzaffarpur"
47807,57,"St. Xaviers College of Education","Affiliated College","Bihar","Patna"
49148,57,"St. Xavier's College of Management & Technology","Affiliated College","Bihar","Patna"
49125,57,"Trident B.Ed. College","Affiliated College","Bihar","Bhojpur"
49126,57,"Vidyadan Institute of Technology & Management","Affiliated College","Bihar","Bhojpur"
29596,57,"Vidya Vihar Institute of Technology","Affiliated College","Bihar","Purnia"
24843,48,"Biswanath College of Agriculture","Constituent / University College","Assam","Sonitpur"
24841,48,"College of Agriculture","Constituent / University College","Assam","Jorhat"
24842,48,"College of Fisheries Science","Constituent / University College","Assam","Nagaon"
24844,48,"College of Home Science","Constituent / University College","Assam","Jorhat"
24845,48,"College of Veterinary Science","Constituent / University College","Assam","Kamrup"
1229,49,"Don Bosco Institute of Management","Constituent / University College","Assam","Kamrup"
26417,50,"A.K.Chanda Law College","Affiliated College","Assam","Cachar"
26403,50,"A.L.Choudhury College","Affiliated College","Assam","Hailakandi"
26429,50,"Barkhola College","Affiliated College","Assam","Cachar"
26448,50,"Bokajan College","Affiliated College","Assam","Karbi Anglong"
26401,50,"Cachar College","Affiliated College","Assam","Cachar"
26439,50,"Centre for Bioinformatics","Recognized Center","Assam","Cachar"
26421,50,"Centre for Endangered Language, Manuscriptology & Folkloristics","Recognized Center","Assam","Cachar"
26413,50,"Centre for Soft Matter","Recognized Center","Assam","Cachar"
26416,50,"Centre for Studies in Bio-diversity and Natural Resource Conservation","Recognized Center","Assam","Cachar"
26397,50,"Chargola Public College","Affiliated College","Assam","Karimganj"
26444,50,"Diphu B.Ed College","Affiliated College","Assam","Karbi Anglong"
26423,50,"DIPHU CAMPUS","PG Center / Off-Campus Center","Assam","Karbi Anglong"
26438,50,"Diphu Girls College","Affiliated College","Assam","Cachar"
26410,50,"Diphu Govt College","Affiliated College","Assam","Karbi Anglong"
26406,50,"Diphu Law College","Affiliated College","Assam","Karbi Anglong"
26394,50,"Dr. S.B. Institution of Education","Affiliated College","Assam","Hailakandi"
26425,50,"Dr.S.P.M College of Education","Affiliated College","Assam","Cachar"
26405,50,"Eastern K.Anglong College","Affiliated College","Assam","Karbi Anglong"
26450,50,"G.C.College","Affiliated College","Assam","Cachar"
26414,50,"Haflong Govt College","Affiliated College","Assam","Karbi Anglong"
26404,50,"Hailakandi Women's College","Affiliated College","Assam","Hailakandi"
26446,50,"Howragath College","Affiliated College","Assam","Karbi Anglong"
26399,50,"Janata College","Affiliated College","Assam","Cachar"
26440,50,"J.B.Hagjer Degree College","Affiliated College","Assam","Dima Hasao"
26412,50,"J.N.Singh College","Affiliated College","Assam","Cachar"
26442,50,"Kapili College","Affiliated College","Assam","Karbi Anglong"
26408,50,"Karimganj College","Affiliated College","Assam","Karimganj"
26396,50,"Karimganj Law College","Affiliated College","Assam","Karimganj"
26395,50,"Katigorah A Degree College","Affiliated College","Assam","Cachar"
26411,50,"Lala Rural College","Affiliated College","Assam","Cachar"
26437,50,"Lalit Jain Commerce College","Affiliated College","Assam","Cachar"
26431,50,"Maibang Degree College","Affiliated College","Assam","Karbi Anglong"
26433,50,"M.C.Das College","Affiliated College","Assam","Cachar"
26434,50,"M.H.C Memorial Sc College","Affiliated College","Assam","Hailakandi"
26400,50,"M.K.Dey College","Affiliated College","Assam","Cachar"
26427,50,"N.C.college","Affiliated College","Assam","Karimganj"
26407,50,"NC Paul Memorial College","Affiliated College","Assam","Cachar"
26402,50,"Nehru College","Affiliated College","Assam","Karimganj"
26435,50,"Nilambazar College","Affiliated College","Assam","Karimganj"
26418,50,"Patherkandi College","Affiliated College","Assam","Karimganj"
26447,50,"Patherkandi College of Education","Affiliated College","Assam","Cachar"
26436,50,"Radhamadhab College","Affiliated College","Assam","Cachar"
26392,50,"Rangsina College","Affiliated College","Assam","Dima Hasao"
26452,50,"R.K.Nagar College","Affiliated College","Assam","Karimganj"
26393,50,"R.S.Girls college","Affiliated College","Assam","Karimganj"
26419,50,"Rukasen College","Affiliated College","Assam","Karbi Anglong"
26424,50,"SC Dey College","Affiliated College","Assam","Cachar"
26451,50,"Silchar College of Education","Affiliated College","Assam","Cachar"
26422,50,"Silchar College Singari","Affiliated College","Assam","Cachar"
26432,50,"Silchar Medical College","Affiliated College","Assam","Cachar"
26449,50,"S.K.Roy College","Affiliated College","Assam","Hailakandi"
26426,50,"S.K.Roy Memorial ins.of Education","Affiliated College","Assam","Hailakandi"
26420,50,"SM Dev College","Affiliated College","Assam","Cachar"
26415,50,"S.R.College","Affiliated College","Assam","Cachar"
26441,50,"S.S.College","Affiliated College","Assam","Hailakandi"
26430,50,"Swami Vivekananda College","Affiliated College","Assam","Cachar"
26445,50,"Thong Nokbe College","Affiliated College","Assam","Karbi Anglong"
26398,50,"T.T. College","Affiliated College","Assam","Cachar"
26428,50,"Vivekananda College of Education","Affiliated College","Assam","Karimganj"
26443,50,"West Silchar College","Affiliated College","Assam","Cachar"
26409,50,"Women's College,Silchar","Affiliated College","Assam","Cachar"
31851,268,"ADIYA COLLEGE OF TECHNOLOGY AND SCIENCE ,SATNA","Affiliated College","Madhya Pradesh","Satna"
31844,268,"A.G I COLLEGE OF EDUCATION,REWA ROAD ,SATNA","Affiliated College","Madhya Pradesh","Satna"
31866,268,"ARUN TIWARI SMRTI COLLEGE PAHDHIYA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31767,268,"ASTBHUJI COLLEGE SUMEDA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31863,268,"A.V.B.ED COLLEGE,GAHILGARH,VINDHYA NAGAR,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31774,268,"A.V.S.S COLLEGE.BANULI ,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31835,268,"CHAURASHIYA PAIRAMEDICAL INSTITUT REWA","Affiliated College","Madhya Pradesh","Rewa"
31874,268,"COLLEGE OF LAW & LEGAL,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31771,268,"COLLEGE OF MANAGEMENT SCIENCE,,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31770,268,"COMMERCE COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31762,268,"D P YADAV COLLEGE DABHAOURA, REWA","Affiliated College","Madhya Pradesh","Rewa"
31803,268,"DR.C.P.T. SMRITI COLLEGE,AMJHOR,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31850,268,"D.R.S. COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31793,268,"D .S. S. D. S. A. S. S. AURVED COLLEGE CHITRAKUT, SATNA","Affiliated College","Madhya Pradesh","Satna"
31822,268,"EDUCATION COLLEGE,,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31864,268,"G.D.C. ,DHANPURI,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31789,268,"GEETA JYOTI SHIKSHA COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
47482,268,"GOVERNMENT COLLEGE, CHITRANGI","Affiliated College","Madhya Pradesh","Singrauli"
47483,268,"GOVERNMENT COLLEGE, DEVTALAB","Affiliated College","Madhya Pradesh","Rewa"
47484,268,"GOVERNMENT COLLEGE, KUSMI","Affiliated College","Madhya Pradesh","Sidhi"
47485,268,"GOVERNMENT COLLEGE, MAJHGAWAN, SATNA","Affiliated College","Madhya Pradesh","Satna"
47486,268,"GOVERNMENT COLLEGE, MANGAWAN","Affiliated College","Madhya Pradesh","Rewa"
47487,268,"GOVERNMENT COLLEGE, SARAI","Affiliated College","Madhya Pradesh","Singrauli"
47488,268,"GOVERNMENT GIRLS COLLEGE, SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
47491,268,"GOVERNMENT THAKUR SOMESHWAR SINGH COLLEGE, NAIGARHI","Affiliated College","Madhya Pradesh","Rewa"
31819,268,"GOVT.ART&COMM. COLLEGE MAJHAULI, SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31820,268,"GOVT.ART&COMM. COLLEGE RAMPUR NAIKIN, SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31856,268,"GOVT. AYURVED COLLEGE.REWA","Affiliated College","Madhya Pradesh","Rewa"
31890,268,"GOVT.COLLEGE AMARPATAN,SATNA","Affiliated College","Madhya Pradesh","Satna"
31760,268,"GOVT.COLLEGE BARKA, SINGROLI","Affiliated College","Madhya Pradesh","Singrauli"
31865,268,"GOVT.COLLEGE, BIRSINGHPUR PALI,UMARIA","Affiliated College","Madhya Pradesh","Umaria"
31783,268,"GOVT.COLLEGE CHURHAT,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31768,268,"GOVT.COLLEGE DEVSAR, SINGROLI","Affiliated College","Madhya Pradesh","Singrauli"
31878,268,"GOVT.COLLEGE,GURH,REWA","Affiliated College","Madhya Pradesh","Rewa"
31756,268,"GOVT.COLLEGE JAITPUR, ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31842,268,"GOVT.COLLEGE, JAITWARA,SATNA","Affiliated College","Madhya Pradesh","Satna"
31841,268,"GOVT.COLLEGE JAYSHINGNAGAR,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31868,268,"GOVT.COLLEGE,NAGOD,SATNA","Affiliated College","Madhya Pradesh","Satna"
31826,268,"GOVT.COLLEGE,NAIGARHI,REWA","Affiliated College","Madhya Pradesh","Rewa"
31759,268,"GOVT.COLLEGE, NEWRAMNAGAR,SATNA","Affiliated College","Madhya Pradesh","Satna"
31876,268,"GOVT.COLLEGE,RAIPURKARCHULIAN,REWA","Affiliated College","Madhya Pradesh","Rewa"
31887,268,"GOVT.COLLEGE, SATNA","Affiliated College","Madhya Pradesh","Satna"
31885,268,"GOVT.COLLEGE SIHAWAL, SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31883,268,"GOVT.EDUCATION COLLEGE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31788,268,"GOVT.G.D.C COLLEGE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31893,268,"GOVT.GIRLS COLLEGESIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31872,268,"GOVT.INDIRA GANDHI GIRLS COLLEGE,SATNA","Affiliated College","Madhya Pradesh","Satna"
31867,268,"GOVT.INDIRA GANDHI HOMESCIENCE COLLEGE, SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31823,268,"GOVT.LAW COLLEGE.REWA","Affiliated College","Madhya Pradesh","Rewa"
31801,268,"GOVT.MAHARAJA MARTAND COLLEGE KOTMA, ANUPUR","Affiliated College","Madhya Pradesh","Anuppur"
31812,268,"GOVT.MODAL SCIENCE COLLEGE.REWA","Affiliated College","Madhya Pradesh","Rewa"
31773,268,"GOVT. NEHRU COLLEGE BUDHAR,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31860,268,"GOVT.NEW SCIENCE COLLEGE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31785,268,"GOVT. PANDIT SHAMBHUNATH SHUKL COLLEGE, SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31763,268,"GOVT.P.G COLLEGE, BYOUHARI,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31815,268,"GOVT.PG COLLEGE PUSHPRAJGARH ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31765,268,"GOVT. RAJNARAYAN SMARTI COLLEGE WAIDHAN,SINGROLI","Affiliated College","Madhya Pradesh","Singrauli"
31897,268,"GOVT.R.V.P SINGH COLLEGE, UMARIA,","Affiliated College","Madhya Pradesh","Umaria"
31873,268,"GOVT.SANJAY GANDHI SMARTI COLLEGE SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31836,268,"GOVT. S.K. COLLEGE,MAUGANJ.REWA","Affiliated College","Madhya Pradesh","Rewa"
31875,268,"GOVT.S.S MEDICAL COLLEGE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31807,268,"GOVT.S.V COLLEGE,TEONTHAR,REWA","Affiliated College","Madhya Pradesh","Rewa"
31790,268,"GOVT.T.R.S. COLLEGE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31852,268,"GOVT.TULSHI COLLEGE ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31849,268,"GOVT.VIVEKANAND COLLEGE, MAIHAR,SATNA","Affiliated College","Madhya Pradesh","Satna"
31816,268,"GURUKUL COLLEGE OF EDUCATION ANANTPUR REWA","Affiliated College","Madhya Pradesh","Rewa"
31839,268,"GURUKUL COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31829,268,"INDRA SMRITI COLLEGE NEW RAMNAGAR , SATNA","Affiliated College","Madhya Pradesh","Satna"
31753,268,"ISHWAR CHAND VIDHYA SAGAR COLLEGE JAWA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31806,268,"JANTA COLLEGE,GOHPARU,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31772,268,"JANTA COLLEGE JANEHA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31838,268,"JANTA COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31779,268,"JANTA LAW COLLEGE,GOHPARU,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31858,268,"JAWAHARLAL NEHRU COLLEGE OF TECHNOLOGY REWA","Affiliated College","Madhya Pradesh","Rewa"
31895,268,"J N C OF EDUCATION, RATAHRA REWA","Affiliated College","Madhya Pradesh","Rewa"
31828,268,"J.P.COLLEGE OF EDUCATION JP NAGAR REWA","Affiliated College","Madhya Pradesh","Rewa"
31787,268,"KAMLA NEHRU MAHILA COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31776,268,"KAMLA SMRITI COLLEGE,AMAHA,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31804,268,"KU. AURJUN SINGH COLLEGE FAREDA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31879,268,"LAW COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31825,268,"MAHARANI LAXMIBAI COLLEGE OF TECHNOLOGY REWA","Affiliated College","Madhya Pradesh","Rewa"
31870,268,"MAHATMA GANDHI COMPUTER COLLEGE , SATNA","Affiliated College","Madhya Pradesh","Satna"
31754,268,"MANGLAM COLLEGE RATANGNWA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31802,268,"MASS PARAMEDICAL INSTITUTE, SATNA","Affiliated College","Madhya Pradesh","Satna"
31791,268,"MAYARAM MAHAVIDYALAYA,MEDHOLI MORWA,,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31808,268,"M.C.C.T.M KATNI ROAD,MAIHAR,SATNA","Affiliated College","Madhya Pradesh","Satna"
31794,268,"M.J M C NURSING & REASEARCH,SHERGANJ,SATNA","Affiliated College","Madhya Pradesh","Satna"
31832,268,"M.K COLLEGE,NANDGAON BIJURI,,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31871,268,"M.L. CHAURASHIYA B.ED COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31792,268,"NATIONAL B.ED COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31818,268,"NATIONAL B.ED. COLLEGE,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31769,268,"N C T EDUCATION, SHAREGUNJ SATNA","Affiliated College","Madhya Pradesh","Satna"
31777,268,"NEERANCHALAM COLLEGE METHAURI, MANGAWA, REWA","Affiliated College","Madhya Pradesh","Rewa"
31824,268,"NEHRU SMARAK COLLEGE CHAKGHAT, REWA","Affiliated College","Madhya Pradesh","Rewa"
31813,268,"NIRANCHALM COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31814,268,"NISAD COLLEGE OF NARSING & ALGAIM SCIENCE'S SATNA","Affiliated College","Madhya Pradesh","Satna"
31800,268,"PANDIT CHANDRASEKHER STUDY COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31796,268,"PANDIT SHYAMLAL ADARS COLLEGE GORHAI, SATNA","Affiliated College","Madhya Pradesh","Satna"
31892,268,"PANTIUM POINT TACHQUNICAL COLLEG REWA","Affiliated College","Madhya Pradesh","Rewa"
31880,268,"PIONEER COLLEGE OF EDUCATION,MEIDARAS,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31761,268,"PT. R.G.T.TECHNOLOGY & SCIENCE COLLEGE,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31834,268,"RAJBHANU SINGH SMARK COLLEGE MANIKWAR,REWA","Affiliated College","Madhya Pradesh","Rewa"
31877,268,"RAJENDRA KATARE EDUCATION COLLEGE,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31817,268,"RAJIV GANDHI COLLEGE OF COMP. & TECH. , SATNA","Affiliated College","Madhya Pradesh","Satna"
31784,268,"RAJIV GANDHI COLLEGE,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31881,268,"RAJIV GANDHI COLLEGE,WAISDHAN,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31884,268,"RAJIV GANDHI SMRITI COLLEGE,CHANDIYA,UMARIA","Affiliated College","Madhya Pradesh","Umaria"
31859,268,"REWA COLLEGE OF EDUCATION RATAHRA, REWA","Affiliated College","Madhya Pradesh","Rewa"
31827,268,"REWA INSTITUT OF TECNOLOGY RATAHARA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31861,268,"REWANCHAL EDUCATION COLLEGE INDRA NAGAR, REWA","Affiliated College","Madhya Pradesh","Rewa"
31854,268,"REWANCHAL INSTITUT OF TECNOLOGY LALGANWA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31782,268,"R.S.C.E,CHITRACOOT,SATNA","Affiliated College","Madhya Pradesh","Satna"
31775,268,"R.S.I.P.S CHITRACOOT,SATNA","Affiliated College","Madhya Pradesh","Satna"
31781,268,"SAHEED PADMADHAR BED .COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31846,268,"SAI COLLEGE,VINDHYA NAGAR,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
47489,268,"SAINATH INSTITUTE OF PARAMEDICAL TECHNOLOGY , VAIDHAN","Affiliated College","Madhya Pradesh","Singrauli"
47490,268,"SAINATH SCHOOL OF NURSING, VAIDHAN","Affiliated College","Madhya Pradesh","Singrauli"
31886,268,"SANSKAR LAW COLLEGE,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31888,268,"SARDA COLLEGE SARLA NAGAR MAIHAR, SATNA","Affiliated College","Madhya Pradesh","Satna"
31805,268,"SARSWATI SCIENCE COLLEGE NIRALA NAGAR REWA","Affiliated College","Madhya Pradesh","Rewa"
31798,268,"S B B PATEL SHIKSHA COLLEGE RATAHRI,SMAN,REWA","Affiliated College","Madhya Pradesh","Rewa"
31896,268,"SHAUDAMINI INSTITUT OF NARSHING AND RISARCH REWA","Affiliated College","Madhya Pradesh","Rewa"
31889,268,"SHIVANI PARAMADICAL INSTITUTE,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31797,268,"SHIVDHAM COLLEGE OF EDGUCATION UNCHA TOLA REWA","Affiliated College","Madhya Pradesh","Rewa"
31799,268,"SH.MAHAVIR EDUCATION COLLEGE,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31894,268,"SHRI INSTITUTE OF PROFEESIONAL STUDY,KOTAHA,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
47493,268,"SHRI KALIKA SHIKSHA SHODH SANSTHAN, NIPANIYA","Affiliated College","Madhya Pradesh","Satna"
31755,268,"SHRI MAHAVEER SHIKSHA COLLEGE, NAIGARHI,REWA","Affiliated College","Madhya Pradesh","Rewa"
31853,268,"SHRI R C COMMERCE AND SCINCE SATNA","Affiliated College","Madhya Pradesh","Satna"
31891,268,"SHRI R C E BHARHUT NAGAR , SATNA","Affiliated College","Madhya Pradesh","Satna"
31809,268,"SHRI R.K COLLEGE OF LAW, BHARHUT NAGAR SATNA","Affiliated College","Madhya Pradesh","Satna"
31899,268,"SHRI R SARKAR STUDY COLLEGE CHITRAKUT, SATNA","Affiliated College","Madhya Pradesh","Satna"
47492,268,"SHRI SAI COLLEGE OF TECHNOLOGY AND SCIENCE, BAIKUNTHPUR","Affiliated College","Madhya Pradesh","Rewa"
47496,268,"SHRI SAI COLLEGE, SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31847,268,"SHRIYUT COLLEGE GANGAVE,REWA","Affiliated College","Madhya Pradesh","Rewa"
31840,268,"SINDHU GIRL COLLEGE SATNA","Affiliated College","Madhya Pradesh","Satna"
31830,268,"S. I. N. P. S. JANKI KUND CHITRAKUT, SATNA","Affiliated College","Madhya Pradesh","Satna"
31898,268,"S I P STUDYIES, AJAD NAGAR, URRHAT, REWA","Affiliated College","Madhya Pradesh","Rewa"
31758,268,"S.I.T COLLEGE,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31833,268,"S.I.T.E ,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31831,268,"SRI SAI MANAGLAM COLLEGE,,SINGRAULI","Affiliated College","Madhya Pradesh","Singrauli"
31837,268,"S.R.P SMARK COLLEGE HANUMANA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31786,268,"S.S.I.P.T.,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31811,268,"S.S.S.T. COLLEGE,SANJAY NAGAR, AMLAI,ANUPPUR","Affiliated College","Madhya Pradesh","Anuppur"
31810,268,"SUDARSHAN COLLEGE LALGAWAN,REWA","Affiliated College","Madhya Pradesh","Rewa"
31857,268,"S.V.A. & SCIENCE COLLEGE,MANPUR,,UMARIA","Affiliated College","Madhya Pradesh","Umaria"
31757,268,"SWAMI NEELKANTH LAW COLLEGE MAIHAR, SATNA","Affiliated College","Madhya Pradesh","Satna"
31821,268,"SWAMI NEELKANTH STUDY COLLEGE MAIHAR, SATNA","Affiliated College","Madhya Pradesh","Satna"
47494,268,"SWAMI NEELKHANT COLLEGE, MAIHAR","Affiliated College","Madhya Pradesh","Satna"
31862,268,"SWAMI VIVEKANAD COLLEGE,,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31845,268,"SWARGI U P BAHADUR SINGH COLLEGE KOTHI SATNA","Affiliated College","Madhya Pradesh","Satna"
31780,268,"TATA COLLEGE,JAMOUDI KHURDA,,SIDHI","Affiliated College","Madhya Pradesh","Sidhi"
31855,268,"T.D.SHIKSHA COLLEGE INDRANAGAR REWA","Affiliated College","Madhya Pradesh","Rewa"
31848,268,"T.D. STUDY COLLEGE CHAKGHAT DISST. REWA","Affiliated College","Madhya Pradesh","Rewa"
31795,268,"V.I.M.R, AMOUDHA,SATNA","Affiliated College","Madhya Pradesh","Satna"
47495,268,"V I M S , SATNA","Affiliated College","Madhya Pradesh","Satna"
31843,268,"VINDHYACHAL COLLEGE JIGNA, SATNA","Affiliated College","Madhya Pradesh","Satna"
31766,268,"VINDHYACHAL COLLEGE REWA","Affiliated College","Madhya Pradesh","Rewa"
31869,268,"V.I.P.S. COLLGE,JHGRAHA,SHAHDOL","Affiliated College","Madhya Pradesh","Shahdol"
31882,268,"V I T S KARHI ROAD AMAUDHA , SATNA","Affiliated College","Madhya Pradesh","Satna"
31778,268,"YAMUNA PRASAD SHASTRI COLLEGE SEMARIA,REWA","Affiliated College","Madhya Pradesh","Rewa"
31764,268,"YAMUNA PRASAD SHASTRI COLLEGE SIRMAUR,REWA","Affiliated College","Madhya Pradesh","Rewa"
33011,81,"ADARSH NURSING INSTITUTE, NEAR M.M.I. HOSPITAL, DHAMTARI ROAD, LALPUR","Affiliated College","Chhatisgarh","Raipur"
32964,81,"ADESHWAR NURSING INSTITUTE, SENIOR MIG G-145, HOUSING BOARD COLONY, BODHGHAT, JAGDALPUR","Affiliated College","Chhatisgarh","Bastar"
33020,81,"APPOLO COLLEGE OF NURSING IN FRONT OF GOVT. VATENARY COLLEGE, ANJORA","Affiliated College","Chhatisgarh","Durg"
32973,81,"APPOLO COLLEGE OF PHYSIOTHERAPY, IN FRONT OF GOVT. VETERINARY COLLEGE, ANJORA","Affiliated College","Chhatisgarh","Durg"
32981,81,"BETHNI COLLEGE OF NURSING,BORSI ROAD","Affiliated College","Chhatisgarh","Durg"
33018,81,"BODHNI DEVI NURSING INSTITUTE, VILL.&POST-ADWAL, JAGDALPUR","Affiliated College","Chhatisgarh","Bastar"
32968,81,"CENTRAL INDIA COLLEGE OF NURSING, G.E.ROAD, KOPEDIH ROAD, DEVADA","Affiliated College","Chhatisgarh","Rajnandgaon"
32977,81,"C.G. COLLEGE OF NURSING, SECT.-02, BAJAJ COLONY, NEW RAJENDRA NAGAR","Affiliated College","Chhatisgarh","Raipur"
33012,81,"C.G. INSTITUTE OF MEDICAL SCIENCES (PHYSIOTHERAPY), SECT.02, BAJAJ COLONY NAV DURGA CHOWK, NEW RAJENDRA NAGAR","Affiliated College","Chhatisgarh","Raipur"
32985,81,"CHHATTISGARH AYURVED MEDICAL COLLEGE, G.E. ROAD, VILL-MANKI","Affiliated College","Chhatisgarh","Rajnandgaon"
32999,81,"CHHATTISGARH DENTAL COLLEGE AND RESEARCH INSTITUTE, SUNDARA","Affiliated College","Chhatisgarh","Rajnandgaon"
33014,81,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCE (CIMS)","Affiliated College","Chhatisgarh","Bilaspur"
33017,81,"CHHATTISGARH INSTITUTE OF NURSING COLLEGE, RAMA ARKED, IN FRONT OF ICICI BANK, VYAPAR VIHAR","Affiliated College","Chhatisgarh","Bilaspur"
32978,81,"CHHATTISGARH NURSING COLLEGE,DHANORA ROAD","Affiliated College","Chhatisgarh","Durg"
33010,81,"CHRIST COLLEGE OF NURSING, GIDAM ROAD, JAGDALPUR","Affiliated College","Chhatisgarh","Bastar"
33021,81,"C.L. CHOUKSEY HOMOEOPATHIC COLLEGE, HOSPITAL & RESEARCH CENTRE, LALKHADAN, MASTURI ROAD","Affiliated College","Chhatisgarh","Bilaspur"
32984,81,"C.M. NURSING INSTITUTE, CHANDULAL CHANDRAKAR MEMORIAL HOSPITAL, NEHRU NAGAR, G.E.ROAD, SUPELA, BHILAI","Affiliated College","Chhatisgarh","Durg"
32988,81,"COLLEGE OF NURSING APOLLO HOSPITAL, VILL-LINGYADIH, SEEPAT ROAD","Affiliated College","Chhatisgarh","Bilaspur"
32983,81,"COLLEGE OF NURSING, MEDUKA, PENDRA ROAD","Affiliated College","Chhatisgarh","Bilaspur"
32965,81,"DHAMTARI NURSING COLLEGE,DHAMTARI CHRISTIAN HOSPITAL","Affiliated College","Chhatisgarh","Dhamtari"
33019,81,"DR. RAJENDRA PRASAD COLLEGE OF NURSING, RISALI, BHILAI","Affiliated College","Chhatisgarh","Durg"
33015,81,"ESCORT PHYSIOTHERAPY COLLEGE, SIHAWA ROAD","Affiliated College","Chhatisgarh","Dhamtari"
32979,81,"GOVT.B.SC.NURSING COLLEGE, CIMS CAMPUS, BILASPUR","Affiliated College","Chhatisgarh","Bilaspur"
33023,81,"GOVT.B.SC. NURSING COLLEGE, NAMNA RING ROAD, AMBIKAPUR","Affiliated College","Chhatisgarh","Surguja"
32974,81,"GOVT. B.SC.NURSING COLLEGE, NEAR AMANAKA THANA, DUMAR TALAB, IN FRONT OF KANCHAN VIHAR (SINHA BHAWAN)","Affiliated College","Chhatisgarh","Raipur"
